task_id,pos_x,pos_y,data_size_mbits,start_time_s,deadline_s
24,-122.16157992345802,37.44225188999491,27.35529406140165,0.0,281.8689014114461
13,-122.16158840582892,37.44302094350898,41.42023267573933,0.0,247.2183772000629
38,-122.1611969950613,37.44621508217857,30.70179241025981,0.0,324.3242927496291
46,-122.16068830568184,37.44579964617685,49.11416449307964,0.0,326.6003604911015
31,-122.16180579144468,37.44700921800394,28.633176187029804,0.0,315.5979512036372
43,-122.16170032084447,37.44733660667321,25.27672318700133,0.0,275.2132383970343
11,-122.161716555975,37.447075822805694,26.584317003131183,0.0,238.65009868683
47,-122.16116258874884,37.4473562490773,17.468975901966676,0.0,350.48281009857163
49,-122.16233032866772,37.44641829370808,14.254114061423934,0.0,318.4036139974106
50,-122.16468258131175,37.44678359211565,252.03817791467185,0.0,118.04732258073355
51,-122.16138756971208,37.44610543177811,342.1179665019459,0.0,173.32785003384657
52,-122.16008831709199,37.44299763473308,323.83337128371136,0.0,337.8091397576251
53,-122.15938527297467,37.44229012049203,283.72409832422204,0.0,415.66252196668523
54,-122.16253644022123,37.442898326925345,58.0917216058492,0.0,184.00553072768372
55,-122.16423352056898,37.44712607868554,54.695724922785004,0.0,264.1922807510016
56,-122.15987155901885,37.442776352686735,219.1836457221453,0.0,360.4894766666497
57,-122.16283189111087,37.446104618729386,254.15512075868776,0.0,284.58230678666814
58,-122.16067313558705,37.44672428416618,347.17846413558294,0.0,443.87440433654496
59,-122.1617069454093,37.44328846426567,199.218111344327,0.0,255.02007858254734
60,-122.16181061688549,37.44581242434998,13.573399679437724,0.0,383.65917134921415
61,-122.16538488126034,37.44383363303703,24.366140311729225,0.0,420.11594252011287
62,-122.16347638038368,37.44463044312119,239.99521522701278,0.0,117.52652444978351
63,-122.16043699343632,37.44728564548139,168.4581971142304,0.0,326.2245112272596
64,-122.16318174540957,37.44236278900407,201.54141655194022,0.0,327.4636000037333
65,-122.16540674563814,37.44496100745066,284.3590936221901,0.0,414.43331307977104
66,-122.16525108812326,37.443955199198385,265.29239202463816,0.0,422.60707171764903
67,-122.16474406518623,37.44478535872464,136.64417165531447,0.0,399.85472933419607
68,-122.16531556176166,37.445764374390336,346.5677810845387,0.0,116.74370673458259
69,-122.16183941198804,37.44402361947234,46.47290620931224,0.0,291.52156561230447
70,-122.16104353101795,37.44392065223039,199.8661730226368,0.0,246.67926888460735
71,-122.16509389388781,37.44608742223966,329.0917820857138,0.0,148.146763920075
72,-122.16420814353235,37.445264227903444,357.4919405040333,0.0,108.39432318094626
73,-122.16256914202016,37.446935701893224,248.0384690989327,0.0,370.7254160541242
74,-122.16313323924093,37.44413579445664,94.64807568280177,0.0,402.9742304965285
75,-122.16358073349852,37.44692407683912,35.879609733226204,0.0,400.6151340534281
76,-122.16534484704431,37.44367620985113,87.685021133849,0.0,243.55198122411832
77,-122.16415443776812,37.44297438478812,189.80641908291554,0.0,198.56153056547248
78,-122.16078159974592,37.44263882575343,157.56649921010504,0.0,156.79741149892223
79,-122.16249456161248,37.44240046712874,363.0526448306337,0.0,197.15421621726136
80,-122.16187369145786,37.44204813238655,148.83666558813715,0.0,358.162764090597

